Timestamp;What is your position on systemd?;Have you tried systemd?;Do you feel that systemd is breaking the UNIX philosophy?;Do you feel that systemd is bloated?;Do you feel that systemd is modular?;Do you feel that systemd is monolithic?;Do you feel that systemd is eating up other project?;What do you think about http://0pointer.de/blog/projects/why.html?;Have you been frustrated by bugs in systemd?;Do you feel obligated to use systemd?;Are you afraid systemd will destroy the GNU/Linux ecosystem?;Is systemd stopping you from using some other software?;Are you vocal about systemd?;What is your position on Red Hat?;What is your position on Avahi?;What is your position on PulseAudio?;What is your position on D-Bus?;What is your position on kdbus?;What is your position on Docker?;Do you use containerisation?;Do you use socket activation;Do you use D-Bus activation;Do you use cron?;Do you use at?;Do you encrypt your /?;Do you encrypt any other partition, besides swap?;Do you use swap?;Do you use a graphical boot?;What do you call GNU/Linux?;What is your position on smartphones?;Do you use an FSF endorsed distro?;What is your position on free software versus open source?;Are you a distro developer?;Are you a web developer?;Are you a non-web developer?;Are you a system administrator?;Are you a gamer?;Do you like the Web?;Do you like Gopher?;Do you like new and shiny?;Are you a fan of suckless.org software?;Are you a GNU Hurd fan?;What is the most important about a distro, besides freedom?;What is the second most important about a distro, besides freedom?;What is the least important about a distro, besides freedom?;Do you prefer word processors over text editors?;Do you prefer LaTeX or LibreOffice?;What text editor do you use?;Do you use an integrated development environment?;What type of window manager do you prefer?;What display server do you want to be the future?;Which operating systems do you use?;Which is your perfered operating system?;Which operating systems have you used, including currently used?;How often do you use GNU/Linux at home?;What type of distro do you perfer?;What command line shell do you use?;What is your terminal usage?;Do you use the TTY?;Do you use a login manager?;What kind of computers are you using?;When did you start using GNU, or Linux?;How old are you?;What is the highest education level you have completed?;Was you highest education level degree in computer science?;What education level are you currently engaged in?;Are you currently engaged in getting a degree in computer science?;What gender do you identify as?;Do you watch the Linux Action Show?;Do you watch Linux Unplugged?;Do you watch BSD Now?;Any comments?
11/26/2014 16:47:37;In favour;Yes;A bit;No;No;Yes;Yes, but I do not mind that;I have no opinion;No;No;No;No;Yes;Neutral;Neither;In favour;Neither;Neither;Neither;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes, encrypted;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;A little;Yes;What is that?;Yes;Some of it;Yes;Flexibility;Security;Small;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, *Solaris, Windows or ReactOS;60–80 %;Advanced;fish;I live in the terminal;Yes;Yes;Server, Desktop, Ultrabook;2008–2011;22–25;4 years university or university college, or longer;No;None;No;Male;Yes;Yes;Yes;
11/26/2014 17:18:56;Neither;Yes;Don't know;Don't know;Yes;Don't know;Don't know;Helpful;No;No;No;No;No;I love them;In favour;In favour;What is that?;What is that?;In favour;No;No;What is that?;No;What is that?;No;No;Yes;No;By the name of the distribution I use;Neither;No, or yes but not because it is free;I'm for free software;No;No;No;No;A little;Yes;What is that?;No;What is that?;Yes;Performance;Security;Small;No;LibreOffice, or similar;Emacs-family;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like, Other;100 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Ultrabook, Netbook;2004–2007;26–29;4 years university or university college, or longer;Yes;Postgraduate;No;Male;Sometimes;Yes;Sometimes;
11/26/2014 17:23:03;Neither;Yes;A bit;Yes;No;Yes;Yes;Biased;Yes;No;Yes;Yes, but only by its adoption by that software;No;Irrelevant, systemd is not a Red Hat project;Neither;Neither;Neither;Neither;Neither;No;No;No;Yes;Yes;No;Yes;No;No;By the name of the distribution I use;Neither;Yes, but not exclusively;I'm for open source;No;No;No;Yes;Yes;Yes;Neither;Yes;Some of it;What is that?;Stability;Security;Bleeding edge;No;LibreOffice, or similar;Vi-family;I'm not a developer;Tiling, or dynamic;Neither;GNU/Linux, *BSD, Windows or ReactOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like;40–60 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Tablet;2000–2003;30–39;College;No;None;No;Male;No;No;No;
11/26/2014 18:01:26;Neither;It is the only thing I have used;Don't know;Don't know;Don't know;Don't know;Don't know;Legit;No;No;No;No;No;Neutral;Neither;In favour;What is that?;What is that?;In favour;No;No;What is that?;What is that?;What is that?;No;No;Yes;No;Linux;Against;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;No;No;Yes;Neither;Neither;No;No;Performance;Privacy;Shiny;No;LibreOffice, or similar;Emacs-family;Yes;Stacking;Wayland;GNU/Linux, Windows or ReactOS, Other;GNU/Linux;GNU/Linux, Windows or ReactOS, Other;80–100 %;Beginner's;bash;Drop-down terminal;No;No;Desktop, Laptop, Other;2008–2011;30–39;4 years university or university college, or longer;No;4 years university or university college, or longer;No;Male;Sometimes;Sometimes;No;
11/26/2014 18:31:16;Neither;Yes;A bit;Yes;Yes;Yes;Yes;Biased;Yes;No;No;No;No;Neutral;Neither;Neither;In favour;Neither;In favour;No;No;Yes;Yes;What is that?;No;Yes;No;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, front-end (exclusively or preferably);Yes;Yes;Yes;Neither;Yes;Some of it;No;Flexibility;Stability;Small;No;LibreOffice, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;80–100 %;Advanced;fish;Occasional;Yes;Yes;Desktop, Laptop, Tablet;2000–2003;22–25;High school;Yes;4 years university or university college, or longer;Yes;Male;Sometimes;Yes;Sometimes;
11/26/2014 18:57:12;In favour;No;Don't know;Don't know;Don't know;Don't know;Yes, but I do not mind that;Helpful;No;No;No;No;No;Neutral;What is that?;In favour;What is that?;What is that?;In favour;No;What is that?;What is that?;No;What is that?;No;No;Yes;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;No;No;Yes;What is that?;Yes;No;No;Stability;Performance;Small;Yes;LibreOffice, or similar;Other;Yes;What does all of this mean?;Mir;GNU/Linux, Windows or ReactOS;GNU/Linux;Other;60–80 %;Beginner's;bash;Rare;No;Yes;Laptop;1992–1995;40–49;Postgraduate;No;Postgraduate;No;Male;Yes;Yes;Sometimes;
11/26/2014 19:08:10;Against;Yes;A bit;Yes;No;Yes;Yes;Biased;No;Yes;Yes;No;No;Neutral;Neither;Neither;In favour;In favour;Neither;No;No;No;Yes;No;Yes;Yes;No;No;GNU+Linux;Against mobile phones in general;Yes, but not exclusively;I'm for free software;No;No;Yes, back-end (exclusively or preferably);Yes;No;Neither;What is that?;No;Some of it;Yes;Other;Other;Other;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Neither;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;80–100 %;Advanced;bash;I live in the TTY;Yes;No;Server, Desktop, Laptop;2012–2013;18–21;High school;Yes;College;Yes;Male;Yes;Yes;Sometimes;
11/26/2014 19:42:41;In favour;Yes;Don't know;No;Don't know;Yes;Yes, but I do not mind that;I have no opinion;No;Yes;No;No;No;Neutral;What is that?;Neither;Neither;Neither;In favour;No;What is that?;What is that?;Yes;What is that?;No;No;No;Yes;Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;No;Yes;Yes;What is that?;Yes;What is that?;What is that?;Bleeding edge;Stability;Other;No;LaTeX, or similar;Other;Yes;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;fish;Drop-down terminal;No;Yes;Server, Desktop, Ultrabook;2004–2007;22–25;3 years university or university college, or shorter;Yes;4 years university or university college, or longer;Yes;Male;Yes;Yes;No;
11/26/2014 20:12:44;Neither;Yes;Yes;Yes;Yes;Yes;Yes;Biased;No;No;No;Yes, but only by its adoption by that software;Yes;Neutral;Neither;Neither;In favour;In favour;In favour;No;No;No;Yes;What is that?;No;No;Yes;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, back-end (exclusively or preferably);No;Yes;A little;Yes;What is that?;Yes;What is that?;No;Flexibility;Performance;Privacy;No;LibreOffice, or similar;Other;I'm not a developer;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;80–100 %;Advanced;fish;I live in the terminal;Yes;Yes;Server, Desktop;2008–2011;14–17;Primary school;I have not graduated high school;High school;Yes;Male;Yes;Yes;Sometimes;
11/26/2014 23:59:47;Neither;Yes;Don't know;No;Don't know;No;Don't know;I have no opinion;No;Yes;No;No;No;Neutral;What is that?;Neither;What is that?;What is that?;In favour;No;No;No;Yes;No;Yes;Yes;Yes, encrypted;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;No;A little;Yes;What is that?;Yes;What is that?;No;Flexibility;Performance;Small;No;LaTeX, or similar;Other;I'm not a developer;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;bash;Drop-down terminal;Yes;Yes;Netbook;2008–2011;18–21;High school;Yes;None;No;Male;Yes;Yes;No;
11/27/2014 0:00:08;In favour;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;No;No;No;No;Neutral;Neither;In favour;In favour;Neither;In favour;No;No;Yes;Yes;No;No;Yes;No;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, front-end (exclusively or preferably);Yes;Yes;Yes;Neither;Yes;Some of it;No;Flexibility;Stability;Small;No;LibreOffice, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;80–100 %;Advanced;fish;Occasional;No;Yes;Server, Desktop, Laptop, Tablet;2000–2003;22–25;High school;Yes;4 years university or university college, or longer;Yes;Male;Sometimes;Yes;Sometimes;
11/27/2014 0:41:09;Against;Yes;Yes;Yes;Yes;No;Yes;Biased;No;Yes;Yes;No;Yes;Neutral;Against;Neither;Neither;Neither;Against;No;No;No;Yes;Yes;No;Yes;Yes, encrypted;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;A little;Yes;Yes;Neither;No;No;Stability;Security;Bleeding edge;No;LibreOffice, or similar;Vi-family;No;Stacking;X;GNU/Linux, *BSD, *Solaris, Windows or ReactOS;*BSD;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like;0–20 %;Advanced;Other;I live in the terminal;Yes;No;Server, Desktop, Laptop, Netbook;1996–1999;30–39;High school;No;None;No;Male;Yes;Yes;Yes;
11/27/2014 1:32:57;In favour;Yes;;No;Yes;No;Don't know;Helpful;No;No;No;No;No;Neutral;Neither;Neither;In favour;Neither;In favour;Yes;No;No;Yes;Yes;Yes;Yes;Yes, encrypted;Yes;Linux;In favour;Yes, but not exclusively;I'm for free software;No;Yes, full-stack;Yes, back-end (exclusively or preferably);Yes;A little;Yes;Yes;Yes;Some of it;No;Flexibility;Security;Bleeding edge;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;Neither;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS, Haiku or BeOS, Other UNIX-like, Other;100 %;Advanced;bash;I live in the terminal;No;Depends on which computer a use;Server, Desktop, Laptop, Netbook, Tablet;1983;50–59;Postgraduate;Yes;None;No;Male;Yes;Yes;Yes;
11/27/2014 3:47:19;Neither;Yes;A bit;Don't know;No;Yes;Yes;Biased;No;No;No;Yes, but only by its adoption by that software;No;Irrelevant, systemd is not a Red Hat project;What is that?;Neither;In favour;Neither;Neither;No;Yes;Yes;No;What is that?;No;No;Yes;Yes;GNU/Linux;Neither;No, or yes but not because it is free;I'm for open source;No;No;No;No;A little;Yes;Neither;No;No, it is stupid;No;Small;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;I'm not a developer;Stacking;X;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;80–100 %;Beginner's;bash;Drop-down terminal;Yes;Yes;Desktop, Netbook;2014;14–17;High school;I have not graduated high school;High school;No;Male;Sometimes;Yes;No;
11/27/2014 6:04:31;In favour;Yes;No;No;Yes;No;No;Helpful;No;No;No;No;No;I love them;Neither;In favour;In favour;What is that?;In favour;No;No;Yes;Yes;What is that?;No;Yes;Yes;Yes;By the name of the distribution I use;Neither;No, or yes but not because it is free;I'm for open source;No;No;No;No;A little;Neither;What is that?;Yes;No, it is stupid;What is that?;Flexibility;Performance;Bleeding edge;Yes;LibreOffice, or similar;Other;I'm not a developer;What does all of this mean?;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;bash;Occasional;Yes;Yes;Server, Desktop, Laptop, Tablet;2008–2011;40–49;College;Yes;None;No;Male;Yes;Yes;Sometimes;
11/27/2014 7:53:37;In favour;Yes;No;No;Don't know;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Irrelevant, systemd is not a Red Hat project;What is that?;In favour;In favour;Neither;In favour;No;No;No;Yes;No;Yes;Yes;No;Yes;Linux;In favour;No, or yes but not because it is free;Neither;Yes;No;Yes, back-end (exclusively or preferably);Yes;Yes;Yes;No;Neither;No, it is stupid;No;Other;Privacy;Shiny;No;LibreOffice, or similar;Emacs-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *Solaris, Windows or ReactOS;20–40 %;Advanced;bash;I live in the terminal;No;Yes;Server, Desktop, Laptop;2004–2007;26–29;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/27/2014 10:31:00;In favour;Yes;No;No;Yes;No;No;Helpful;Yes;No;No;No;Yes;Neutral;Neither;In favour;In favour;In favour;Neither;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes, encrypted;Yes;Linux;Against;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;Yes;Yes;No;Yes;What is that?;No;Stability;Bleeding edge;Shiny;No;LibreOffice, or similar;Vi-family;I'm not a developer;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like;100 %;Advanced;bash;I live in the terminal;Yes;What is that?;Server, Desktop, Laptop, Tablet;1996–1999;30–39;3 years university or university college, or shorter;No;None;No;Male;No;No;No;
11/27/2014 10:42:09;Neither;Yes;Yes;No;No;Yes;Don't know;I have no opinion;Yes;Yes;Yes;No;No;Neutral;Neither;Neither;Neither;Neither;In favour;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, encrypted;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;Neither;No;;No;Yes;A little;Yes;Neither;Neither;Some of it;No;Flexibility;Performance;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;No;Server, Laptop, Tablet;2004–2007;60–69;3 years university or university college, or shorter;No;None;No;Female;Yes;Yes;Yes;
11/27/2014 10:57:48;In favour;Yes;A bit;No;No;No;Yes;I have no opinion;Yes;No;No;No;No;Irrelevant, systemd is not a Red Hat project;What is that?;Against;What is that?;What is that?;In favour;No;No;No;Yes;No;No;No;Yes;No;Linux;In favour;Yes, but not exclusively;I'm for open source;No;No;No;No;A little;Yes;What is that?;Yes;No;No;Flexibility;Performance;Other;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop;2004–2007;26–29;Postgraduate;No;Postgraduate;No;Male;Yes;;Sometimes;
11/27/2014 13:45:37;In favour;Yes;A bit;Don't know;No;Yes;Yes, but I do not mind that;I have no opinion;No;Yes;No;No;No;Neutral;What is that?;In favour;Neither;Neither;In favour;Yes;Yes;No;Yes;No;No;Yes;No;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, back-end (exclusively or preferably);No;A little;Neither;What is that?;Yes;What is that?;No;Flexibility;Performance;Small;No;LibreOffice, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;zsh;Occasional;No;Yes;Laptop, Tablet;2008–2011;22–25;High school;Yes;4 years university or university college, or longer;Yes;Male;Yes;Yes;No;
11/27/2014 15:27:13;In favour;Yes;Don't know;No;Don't know;Don't know;Don't know;Helpful;No;No;No;No;No;I love them;What is that?;In favour;In favour;What is that?;Neither;What is that?;What is that?;What is that?;Yes;What is that?;No;No;Yes;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;Yes, full-stack;Yes, full-stack;Yes;Yes;Yes;Neither;Yes;Yes;No;Security;Flexibility;Shiny;No;LaTeX, or similar;Other;No;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;60–80 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop;2004–2007;26–29;College;No;None;No;Male;Sometimes;Sometimes;No;
11/27/2014 15:54:45;Neither;No;A bit;Don't know;Don't know;Don't know;Yes, but I do not mind that;;No;Yes;No;No;No;Neither;Against;Against;Against;What is that?;Neither;No;No;No;Yes;No;No;Yes;No;Yes;By the name of the distribution I use;Neither;Yes, but not exclusively;I'm for open source;No;No;No;Yes;Yes;Yes;No;Yes;What is that?;No;Stability;Security;Shiny;No;LibreOffice, or similar;Vi-family;Yes;Tiling, or dynamic;X;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS, Other UNIX-like;0–20 %;Advanced;zsh;I live in the TTY;Yes;Depends on which computer a use;Server, Desktop, Laptop, Other;1996–1999;30–39;3 years university or university college, or shorter;Yes;None;No;Male;No;No;No;
11/27/2014 23:01:10;Against;No;Yes;Yes;No;No;Yes;I have no opinion;No;No;Yes;Yes;No;I love them;What is that?;Neither;Neither;Neither;Neither;No;No;No;Yes;What is that?;Yes;Yes;Yes, encrypted;Yes;Linux;Against;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;No;A little;Yes;Neither;Neither;What is that?;No;Security;Performance;Bleeding edge;No;LibreOffice, or similar;Other;Yes;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS;100 %;Advanced;bash;Drop-down terminal;No;Yes;Server, Desktop;1996–1999;30–39;3 years university or university college, or shorter;Yes;None;No;Male;No;No;No;
11/27/2014 23:37:42;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;Yes;No;Yes, but only by its adoption by that software;No;I love them;What is that?;Neither;Neither;Neither;In favour;No;No;No;Yes;No;No;No;Yes;Yes;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;Yes, full-stack;Yes, full-stack;Yes;Yes;Yes;Neither;Yes;Some of it;Yes;Stability;Performance;Bleeding edge;No;LibreOffice, or similar;Other;Yes;Tiling, or dynamic;Wayland;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;60–80 %;Advanced;fish;Drop-down terminal;No;Yes;Server, Desktop, Laptop;2004–2007;22–25;4 years university or university college, or longer;Yes;4 years university or university college, or longer;Yes;Male;Yes;Yes;No;
11/28/2014 0:26:53;In favour;Yes;A bit;No;Yes;Don't know;Don't know;Legit;No;No;No;No;No;Neutral;What is that?;In favour;Neither;Neither;In favour;No;No;No;Yes;What is that?;Yes;Yes;Yes, encrypted;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;A little;Yes;What is that?;Yes;Yes;No;Bleeding edge;Flexibility;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, UNIX, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Ultrabook, Tablet;2004–2007;22–25;4 years university or university college, or longer;No;Postgraduate;No;Male;Yes;Yes;Sometimes;
11/28/2014 15:50:41;Neither;Yes;No;Don't know;Don't know;Don't know;Don't know;Helpful;No;Yes;No;No;;Irrelevant, systemd is not a Red Hat project;In favour;In favour;What is that?;What is that?;In favour;Yes;Yes;What is that?;No;What is that?;No;No;Yes;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;Neither;No;Yes, full-stack;No;Yes;A little;Yes;What is that?;Yes;No;No;Stability;Security;Other;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Tablet;2008–2011;22–25;4 years university or university college, or longer;Yes;None;Yes;Male;Yes;Yes;Sometimes;
11/28/2014 16:19:40;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;Neutral;In favour;In favour;Neither;Neither;In favour;No;;No;Yes;;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, full-stack;Yes;Yes;Yes;Neither;Yes;What is that?;What is that?;Flexibility;Stability;Shiny;No;LibreOffice, or similar;Other;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *Solaris, UNIX, Windows or ReactOS;100 %;Beginner's;bash;Occasional;No;Yes;Server, Desktop, Laptop;2012–2013;22–25;4 years university or university college, or longer;Yes;None;No;Male;Yes;Yes;Yes;
11/28/2014 18:32:27;Against;No;Yes;Yes;Yes;Yes;Yes;Biased;No;No;Yes;Yes, but only by its adoption by that software;No;Neutral;Neither;Against;Neither;In favour;In favour;No;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;Yes;Yes;No;Neither;No;No;Stability;Flexibility;Shiny;No;LaTeX, or similar;Other;Yes;Stacking;X;GNU/Linux;GNU/Linux;GNU/Linux, *Solaris, UNIX, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Tablet;2000–2003;40–49;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/28/2014 19:20:11;In favour;Yes;A bit;No;Don't know;Don't know;No;Helpful;No;No;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;In favour;In favour;In favour;Neither;No;No;No;Yes;Yes;No;No;Yes;No;Linux;Neither;Yes, but not exclusively;Neither;No;No;Yes, back-end (exclusively or preferably);Yes;Yes;Yes;Neither;Yes;No;No;Stability;Performance;Other;No;LibreOffice, or similar;Other;;Stacking;Wayland;GNU/Linux, *BSD, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS, Haiku or BeOS, Other;80–100 %;Beginner's;fish;Drop-down terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop;2000–2003;60–69;College;No;Docent;No;Male;Yes;Yes;Sometimes;
